id,text,label,category,category_name
2636,"Bitcoin arbitrage opportunity: our bot buys low and sells high automatically. Deposit Rs 15,000 and receive 50% returns in 10 business days. Verified testimonials available.",1,2,financial_fraud
2637,"Dear HDFC Bank customer, your internet banking has been disabled due to incomplete KYC. Update within 24 hours to avoid permanent closure. Visit: hdfc-kyc-portal.net/update",1,3,bank_phishing
2638,"Your deceased relative has left an unclaimed bank balance of Rs 15,000 in their account. As the legal heir, you can claim it by paying Rs 999 in legal processing fees to our registered firm.",1,2,financial_fraud
2639,Your mobile number was found in the contacts of a known money laundering syndicate. Inspector Wasim Khan from Enforcement Directorate is reaching out before escalating your case to the public prosecutor.,1,1,government_impersonation
2640,"Bitcoin arbitrage opportunity: our bot buys low and sells high automatically. Deposit Rs 25,000 and receive 100% returns in 10 business days. Verified testimonials available.",1,2,financial_fraud
2641,NEFT outward: Rs 380 debited from SBI a/c **4821 to Flipkart on 12-May-2026. UTR: TXN5876339617. Funds should reach beneficiary within 2 hours.,0,0,legit
2642,"Reliance Fresh: Your order #683498946 has been shipped via XpressBees. It will arrive tomorrow. Track at Reliance Fresh.com/track or in the app. For queries, contact Reliance Fresh support.",0,0,legit
2643,Your mobile number has been found in a database seized during a tax evasion raid. Senior Officer Suresh Kumar from Anti-Corruption Bureau requires your immediate cooperation. Failure to comply will result in prosecution.,1,2,financial_fraud
2644,Auto-debit success: Rs 450 debited from PNB a/c **1111 for Swiggy subscription renewal on 12-May-2026. Next debit: same date next month. Txn ref: TXN9302748254.,0,0,legit
2645,"Dear customer, your PNB credit card bill payment of Rs 380 is due on the 5th. Auto-pay is enabled. No action needed. For details, visit the PNB mobile app.",0,0,legit
2646,"Your PhonePe account shows a refund of Rs 25,000 from a merchant dispute resolution. Claim it by entering your UPI PIN at the secured refund portal link we sent you.",1,2,financial_fraud
2647,Final warning from the CBI: your mobile number is linked to active identity theft proceedings. Transfer Rs 1.5 lakh to the government escrow account within 20 minutes to avoid arrest.,1,1,government_impersonation
2648,"BHIM UPI Alert: Rs 1,200 received from Blinkit. Your wallet balance is Rs Rs 24,800. Transaction ref: TXN7691605418. View details in the BHIM UPI app.",0,0,legit
2649,"Invest Rs 10,000 in USDT today and our AI trading bot will generate 15% returns in 30 days. Withdraw profits at any time to your bank. Over 50,000 happy investors on Binance.",1,2,financial_fraud
2650,"Zepto: Your order #552506289 has been shipped via Ekart. It will arrive 3-5 days. Track at Zepto.com/track or in the app. For queries, contact Zepto support.",0,0,legit
2651,Your Passport has been found in a database seized during a identity theft raid. Sub-Inspector Vikram Nair from Enforcement Directorate requires your immediate cooperation. Failure to comply will result in prosecution.,1,1,government_impersonation
2652,Your phone number has been traced to illegal tax evasion operations. SI Rajat Singh from Mumbai Crime Branch is conducting this investigation. This call is being recorded as evidence.,1,1,government_impersonation
2653,"Stock market investment club: our analysts share pre-market tips delivering 50% annual returns consistently. Join now for Rs 1,999 and start profiting from day one.",1,2,financial_fraud
2654,"ALERT: Your Blue Dart shipment tracking number shows a customs hold. The declared value exceeds the limit. Pay Rs 10,000 duty immediately at our secure portal to avoid confiscation.",1,2,financial_fraud
2655,LinkedIn: Rahul Sharma from Zomato has sent you a connection request along with a message about a Business Analyst opportunity. View the request in your LinkedIn app.,0,0,legit
2656,Your Nykaa return for order #842445177 is picked up. Refund of Rs 89 will be credited within 5-7 business days to your original payment method. Thank you.,0,0,legit
2657,Your PAN card has appeared in a hawala dealings money trail. CBI has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,1,government_impersonation
2658,This is an automated notice from the RBI Cybercrime Division. Your mobile number has been flagged for online fraud. You have 20 minutes to report online or a physical warrant will be issued.,1,1,government_impersonation
2659,"I am Neha, a nurse working in Saudi Arabia. I found your profile online. I have valuable assets worth crores I wish to transfer to India. Help me and I will share 40% with you.",1,4,romance_parcel_sextortion
2660,"Your Airtel recharge of Rs 299 is confirmed. Benefits: Unlimited calls, 1.5 GB/day data, 100 SMS/day. Validity: 30 days. Enjoy uninterrupted connectivity.",0,0,legit
2661,"One-Time Password (OTP) for your Federal Bank transaction is 551992. Valid for 3 minutes. If not requested by you, ignore this message.",0,0,legit
2662,"Your Zomato order #230928489 has been cancelled as requested. A refund of Rs 3,500 will be credited to your original payment method within 5–7 business days.",0,0,legit
2663,This is Officer Suresh Kumar from Narcotics Control Bureau. Your Passport was used to open a fraudulent account used in hawala dealings. Report to our online portal within 1 hour or a search warrant will be executed.,1,1,government_impersonation
2664,"Your Myntra order #466481541 is confirmed. Payment of Rs 1,200 received via UPI. Expected delivery: 2-3 days. You can track your order anytime in the Myntra app.",0,0,legit
2665,"Internshala: Your internship application for Content Writer at a Delhi-based startup has been accepted. Stipend: Rs 15,000/month. Duration: 3 months. Joining: 06-May-2026. Congratulations!",0,0,legit
2666,Flipkart Update: Your order #864480410 is delayed by 1 day due to high demand. New expected delivery: tomorrow. We apologize for the inconvenience caused.,0,0,legit
2667,"Payment of Rs 380 to Blinkit via BHIM UPI was successful. Transaction ID: TXN6735656663. Your BHIM UPI balance: Rs Rs 12,450. Thank you for using BHIM UPI.",0,0,legit
2668,"NCB has intercepted a package registered to your PAN card containing narcotics. Sub-Inspector Dinesh Mehta is on the line. Transfer Rs 30,000 as a compliance bond to avoid a press release.",1,1,government_impersonation
2669,SBI: Your account ending 5623 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 48 hours at sbi-reactivate.in.,1,3,bank_phishing
2670,"This is a message from Priyanka Chopra's official team. You have been selected to receive a personal gift of Rs 20,000. Pay Rs 1,500 as customs clearance to receive the parcel at your address.",1,2,financial_fraud
2671,"To protect your savings in this investigation, our officer needs to access your net banking. Share your Yes Bank login ID and current password on this secure line.",1,3,bank_phishing
2672,Your Passport has been found in a database seized during a illegal transactions raid. ACP Kavita Joshi from Income Tax Department requires your immediate cooperation. Failure to comply will result in prosecution.,1,1,government_impersonation
2673,"Zerodha: Your order to buy 10 shares of Bajaj Finance at Rs 1,450 has been executed. Contract note will be sent to your registered email. For details, view your portfolio.",0,0,legit
2674,"Your IndusInd Bank savings account **4821 interest of Rs 450 has been credited on 15-May-2026. Current balance: Rs 67,890. Thank you for banking with IndusInd Bank.",0,0,legit
2675,You are being investigated for hawala dealings by the Narcotics Control Bureau. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1,1,government_impersonation
2676,"IndusInd Bank credit card: Rs 1,499 billed at DMart on 15-May-2026. Total outstanding: Rs 8,900. Min due: Rs 500. Due date: 5th of next month. Pay via IndusInd Bank app or website.",0,0,legit
2677,"SBI: A transaction of Rs 5 lakh was attempted from your account. If not done by you, click here to reverse it and secure your account: sbi-fraud.in/report",1,3,bank_phishing
2678,"Rs 1,500 transferred from your Yes Bank account ending 7777 to Reliance Fresh. Transaction ID: TXN8822548797. Balance: Rs Rs 24,800. For queries, use Yes Bank official app or website.",0,0,legit
2679,Congratulations! You have been shortlisted for the Content Writer interview at Amazon India. Your interview is scheduled for 05-May at 2–4 PM. Please carry your resume and documents.,0,0,legit
2680,"Union Bank of India: Use OTP 601903 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,0,legit
2681,"Ayushman Bharat Yojana: You are eligible for a health benefit of Rs 2 lakh under the PM health scheme. Pay Rs 3,000 registration fee at pmhealthscheme.net to activate your card immediately.",1,2,financial_fraud
2682,"Matrimonial alert: A highly educated NRI match from London has shown interest in your profile. To unlock their contact details, pay Rs 2,000 as a profile verification fee now.",1,2,financial_fraud
2683,The Narcotics Control Bureau has filed a charge sheet naming your PAN card in a drug trafficking case worth crores. You have 1 hour to appear before our online court or face immediate consequences.,1,1,government_impersonation
2684,"Axis Bank: INR 199 credited to your a/c **1234 on 12-May-2026 by NEFT from BigBasket. Updated bal: Rs 24,800. Ref: TXN5970026823. For details visit Axis Bank mobile app.",0,0,legit
2685,"Final warning from the Ministry of Home Affairs: your Aadhaar is linked to active financial fraud proceedings. Transfer Rs 75,000 to the government escrow account within 20 minutes to avoid arrest.",1,1,government_impersonation
2686,"Lucky Winner Alert: Your number was drawn in the Flipkart Big Billion Days cashback lottery. Prize: Rs 10 lakh. Pay Rs 1,500 as a refundable security deposit to claim.",1,2,financial_fraud
2687,Amazon Pay: Your account has been locked due to multiple failed PIN attempts. Unlock it at amazonpay-unlock.in. Failure to do so in 24 hours will result in permanent closure.,1,2,financial_fraud
2688,The Anti-Corruption Bureau has filed a charge sheet naming your Aadhaar in a narcotics trafficking case worth crores. You have 90 minutes to appear before our online court or face immediate consequences.,1,1,government_impersonation
2689,"Your PhonePe account shows a refund of Rs 40,000 from a merchant dispute resolution. Claim it by entering your UPI PIN at the secured refund portal link we sent you.",1,2,financial_fraud
2690,Share the OTP received on your phone to complete the KYC reverification mandated by SEBI. Failure will suspend your demat account within 1 hour.,1,3,bank_phishing
2691,Your phone number has been traced to illegal narcotics trafficking operations. DCP Kavita Joshi from TRAI is conducting this investigation. This call is being recorded as evidence.,1,1,government_impersonation
2692,Paytm confirms: Split payment of Rs 999 settled with Swiggy. Transaction completed successfully. Ref: TXN2568262547. Thank you for using Paytm.,0,0,legit
2693,"Freelance content writer opportunity: earn Rs 2,000 per article for Fortune 500 company clients. Pay Rs 500 for platform registration and get your first assignment within 24 hours.",1,1,government_impersonation
2694,"Rs 1,500 received in your BHIM UPI wallet from Swiggy. Current balance: Rs Rs 3,21,500. For help, visit BHIM UPI Help Center within the official app.",0,0,legit
2695,"Your secure OTP for PNB credit card transaction is 900668. Do not share this with anyone. If you did not initiate this, call PNB helpline immediately.",0,0,legit
2696,"Our Bitcoin staking program on WazirX locks your coins for 90 days and returns 300% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 50,000.",1,2,financial_fraud
2697,Your Swiggy order #185307616 is confirmed. Payment of Rs 450 received via UPI. Expected delivery: today. You can track your order anytime in the Swiggy app.,0,0,legit
2698,"Bank of Baroda Fraud Alert: A Rs 25,000 transaction on your account ending 4821 is pending verification. Approve or deny at bankofbaroda-transaction.in before it is processed.",1,3,bank_phishing
2699,"Your vehicle third-party insurance has a pending cashback of Rs 40,000 from last year's excess premium. Pay Rs 1,500 as processing fee at the portal to receive the refund immediately.",1,2,financial_fraud
2700,"Cheque no. 123456 of Rs 380 presented against your IndusInd Bank a/c **8888 has been cleared on 10-May-2026. Updated balance: Rs 8,900. For queries use IndusInd Bank net banking.",0,0,legit
2701,URGENT SBI Notice: Credit card ending 1111 will be permanently deactivated in 6 hours if KYC is not completed. Update now: sbi-kyc.net,1,3,bank_phishing
2702,Your ICICI Bank net banking OTP is 549954. Use it to complete your login. Do not share this code with anyone. ICICI Bank never asks for OTPs.,0,0,legit
2703,"BSNL reminder: Your postpaid bill of Rs 850 is due in 3 days. Pay via the BSNL app, website or nearest store to avoid late charges. Thank you.",0,0,legit
2704,We have a court order to seize your assets in connection with a hawala dealings case. Mumbai Crime Branch officers are en route to your address. Cooperate by calling back immediately to halt the action.,1,1,government_impersonation
2705,Final warning from the Enforcement Directorate: your Passport is linked to active identity theft proceedings. Transfer Rs 5 lakh to the government escrow account within 1 hour to avoid arrest.,1,1,government_impersonation
2706,"Your Bank of India EMI of Rs 3,500 for account ending 9012 has been successfully debited. Thank you for your timely payment. Remaining tenure: 36 months.",0,0,legit
2707,Alert from Interpol: suspicious online fraud activity detected linked to your Passport. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1,1,government_impersonation
2708,Canara Bank SMS: Your net banking OTP is 791617. Valid for 10 minutes. Entering this OTP confirms your transaction. Guard your OTP like your password.,0,0,legit
2709,HDFC Bank: Unusual activity detected on account ending 8901. Debit card temporarily blocked. Verify identity at hdfc-verify.in to restore access.,1,3,bank_phishing
2710,Your LinkedIn profile has been viewed by a recruiter at Byju's for a Business Analyst opening in Gurgaon. Update your profile to increase your chances. Good luck!,0,0,legit
2711,NEFT outward: Rs 450 debited from Union Bank of India a/c **7832 to Amazon on 12-May-2026. UTR: TXN3642587173. Funds should reach beneficiary within 2 hours.,0,0,legit
2712,Amazon Exchange offer: Your exchange request for order #110805781 is accepted. Pickup scheduled for 2-3 days. New product delivery in 2-3 days after quality check.,0,0,legit
2713,"Our trading algorithm has 15% accuracy backed by 3 years of live data. Start with Rs 25,000 and watch your money grow. Withdraw anytime, no lock-in period.",1,2,financial_fraud
2714,Bank of India confirms: Rs 380 debited toward your credit card payment ending 4821. Payment received successfully. Your outstanding balance has been updated. Thank you.,0,0,legit
2715,"Hi, I am Pooja, an IPS officer. I urgently need Rs 40,000 transferred to a safe account before a raid. I will return double once this case is closed. Please help me out right now.",1,4,romance_parcel_sextortion
2716,"Cheque no. 123456 of Rs 450 presented against your PNB a/c **5623 has been cleared on 10-May-2026. Updated balance: Rs 8,900. For queries use PNB net banking.",0,0,legit
2717,"Amazon Great Indian Festival Lucky Draw: You have been selected to receive USD 50,000. Pay a delivery and documentation fee of Rs 2,500 to receive your prize at your address.",1,2,financial_fraud
2718,Paytm confirms: Split payment of Rs 999 settled with Myntra. Transaction completed successfully. Ref: TXN7721476160. Thank you for using Paytm.,0,0,legit
2719,"This is a message from Deepika Padukone's official team. You have been selected to receive a personal gift of Rs 1 lakh. Pay Rs 5,000 as customs clearance to receive the parcel at your address.",1,2,financial_fraud
2720,422265 is your Yes Bank MPIN reset OTP. Valid for 10 minutes. Never share your OTP or PIN with anyone — even Yes Bank staff will never ask.,0,0,legit
2721,LinkedIn: Neha Gupta from Flipkart has sent you a connection request along with a message about a Customer Support opportunity. View the request in your LinkedIn app.,0,0,legit
2722,"Hello. I know your password is [summer2023]. I have been monitoring your device for months. Pay Rs 25,000 in crypto or I will share your browsing history and private images with everyone you know.",1,2,financial_fraud
2723,"Celebrity endorsement: Mukesh Ambani has personally invested in our Solana fund. Join with Rs 25,000 and receive 200% guaranteed returns. Verified by major global exchanges.",1,2,financial_fraud
2724,Deputy Commissioner Neha Khanna here from Narcotics Control Bureau. A case of PMLA violation has been filed using your SIM card. Do not disconnect. Stay on this call until further instructions.,1,1,government_impersonation
2725,Swiggy: Your order #605911655 has been delivered successfully. We hope you love your purchase! Rate your experience on the Swiggy app to help other customers.,0,0,legit
2726,Bank of Baroda Security: Your account ending 8901 shows a suspicious login from an unrecognized device. Confirm it was you or click to secure your account immediately.,1,1,government_impersonation
2727,Your ex-partner has shared your private videos with us. We are distributing them online unless you pay Rs 5 lakh within 20 minutes. Send to the UPI ID provided in this message immediately.,1,2,financial_fraud
2728,Reminder: Your SIP of Rs 380 in HDFC Top 100 Fund will be debited from your bank account on the 5th of this month. Ensure adequate balance. Happy investing!,0,0,legit
2729,Urgent notice: NCB has registered a First Information Report against you for narcotics trafficking. DCP Sunil Kapoor is handling your case. Do not inform family or it will be treated as obstruction.,1,1,government_impersonation
2730,"Your Kotak Bank account has been flagged by our fraud team. To prevent unauthorized access, verify your details at kotak-portal.in within 24 hours.",1,3,bank_phishing
2731,"Income Tax Department: A refund of Rs 50,000 has been processed for your PAN card. To receive it, update your bank details at incometax-refund.net and pay Rs 5,000 as portal fee.",1,1,government_impersonation
2732,Action required: Bank of Baroda detected that your registered mobile number does not match records. Update KYC within 48 hours to avoid suspension.,1,3,bank_phishing
2733,"Your intimate images shared in our private group are now in our possession. To prevent them from being posted publicly, deposit Rs 5 lakh within 90 minutes. No payment means public leak.",1,2,financial_fraud
2734,Bank of Baroda: Unusual activity detected on your account ending 3333. Your debit card has been temporarily blocked. Verify your identity at bankofbaroda-verify.in to restore access.,1,3,bank_phishing
2735,"Lucky Winner Alert: Your number was drawn in the Flipkart Big Billion Days cashback lottery. Prize: Rs 25 lakh. Pay Rs 2,500 as a refundable security deposit to claim.",1,2,financial_fraud
2736,"Google Pay Alert: Rs 650 received from Flipkart. Your wallet balance is Rs Rs 56,200. Transaction ref: TXN9252767362. View details in the Google Pay app.",0,0,legit
2737,Your Aadhaar has been found in a database seized during a illegal transactions raid. Deputy Commissioner Rajan Patel from RBI Cybercrime Division requires your immediate cooperation. Failure to comply will result in prosecution.,1,1,government_impersonation
2738,Your Aadhaar has appeared in a cybercrime money trail. NCB has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,1,government_impersonation
2739,"NCB has intercepted a package registered to your Aadhaar containing narcotics. ACP Wasim Khan is on the line. Transfer Rs 75,000 as a compliance bond to avoid a press release.",1,1,government_impersonation
2740,"KBC Lottery Board: Your WhatsApp number has been selected for the grand prize of Rs 1 crore. Pay a one-time processing and tax clearance fee of Rs 5,000 to receive your prize.",1,2,financial_fraud
2741,Your income tax refund of Rs 380 for AY 2025-26 has been processed. It will be credited to your Bank of Baroda account ending 0001 within 3-5 business days. Ref: ITR-TXN1274628221.,0,0,legit
2742,DCP Kavita Joshi here from Ministry of Home Affairs. A case of identity theft has been filed using your Passport. Do not disconnect. Stay on this call until further instructions.,1,1,government_impersonation
2743,"Payment of Rs 380 to Amazon via PhonePe was successful. Transaction ID: TXN6834081886. Your PhonePe balance: Rs Rs 24,800. Thank you for using PhonePe.",0,0,legit
2744,"This is Simran from Flipkart technical support. We have detected a fraudulent charge of Rs 2 lakh on your account. To resolve this, provide your account details and OTP for verification.",1,3,bank_phishing
2745,DigiLocker: Driving Licence issued by Mumbai University has been successfully fetched and added to your DigiLocker. You can share it digitally anytime from the official app at digilocker.gov.in.,0,0,legit
2746,NCB has intercepted a package registered to your Passport containing narcotics. ACP Manish Agarwal is on the line. Transfer Rs 1.5 lakh as a compliance bond to avoid a press release.,1,1,government_impersonation
2747,"Your DHL package from Canada has been held at customs. A duty payment of Rs 50,000 is required to release it. Pay at customs-clearance-india.net within 45 minutes to avoid return.",1,2,financial_fraud
2748,Urgent notice: SEBI Fraud Division has registered a First Information Report against you for cybercrime. SI Wasim Khan is handling your case. Do not inform family or it will be treated as obstruction.,1,1,government_impersonation
2749,Auto-debit success: Rs 120 debited from ICICI Bank a/c **3333 for Tata Cliq subscription renewal on 15-May-2026. Next debit: same date next month. Txn ref: TXN5629246620.,0,0,legit
2750,"Cheque no. 123456 of Rs 1,500 presented against your Kotak Bank a/c **5623 has been cleared on 12-May-2026. Updated balance: Rs 56,200. For queries use Kotak Bank net banking.",0,0,legit
2751,Final warning from the Cyber Crime Cell: your SIM card is linked to active PMLA violation proceedings. Transfer Rs 2 lakh to the government escrow account within 20 minutes to avoid arrest.,1,1,government_impersonation
2752,ICICI Bank: Unusual activity detected on account ending 0123. Debit card temporarily blocked. Verify identity at icici-verify.in to restore access.,1,3,bank_phishing
2753,"Cash withdrawn: Rs 4,999 from Bank of India ATM at Jaipur on 01-Jun-2026. A/c: **2222. Balance: Rs 12,450. If not done by you, block card immediately via Bank of India app.",0,0,legit
2754,Urgent notice: SEBI Fraud Division has registered a First Information Report against you for illegal transactions. Deputy Commissioner Anita Sharma is handling your case. Do not inform family or it will be treated as obstruction.,1,1,government_impersonation
2755,Reliance Fresh: Your wishlist item is now available again! Cotton T-Shirt is back in stock. Add to cart before it sells out again. Limited units available.,0,0,legit
2756,This is Delhi Police Cyber Cell. We have monitored illegal PMLA violation activity linked to your Driving License. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,1,government_impersonation
2757,This is NCB. We have monitored illegal PMLA violation activity linked to your PAN card. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,1,government_impersonation
2758,"Kotak Bank Security Team: We received a request to change the email linked to your account. If not you, click immediately: kotak-secure.net/cancel",1,3,bank_phishing
2759,"Invest Rs 20,000 in Ethereum today and our AI trading bot will generate 200% returns in 30 days. Withdraw profits at any time to your bank. Over 50,000 happy investors on Binance.",1,2,financial_fraud
2760,"Auto-debit success: Rs 1,200 debited from Kotak Bank a/c **4821 for Tata Cliq subscription renewal on 10-May-2026. Next debit: same date next month. Txn ref: TXN7853933330.",0,0,legit
2761,Thank you for attending the interview at TCS. We are pleased to offer you the Content Writer position. Please log in to our portal to complete onboarding formalities.,0,0,legit
2762,"Axis Bank Savings Interest: Rs 999 credited to your account ending 6666 as quarterly interest. Your balance is now Rs Rs 1,02,340. Visit our app for full statement.",0,0,legit
2763,"Stock market investment club: our analysts share pre-market tips delivering 80% annual returns consistently. Join now for Rs 1,999 and start profiting from day one.",1,2,financial_fraud
2764,Your LIC policy number ending 4821 has matured. You have a bonus of Rs 1.5 lakh pending. Pay Rs 499 as GST clearance to receive the full maturity amount in your bank within 3 working days.,1,3,bank_phishing
2765,"Your Amazon account shows an unauthorized purchase of Rs 30,000. To cancel and get a full refund, share the OTP sent to your number. Our agent is holding the transaction.",1,3,bank_phishing
2766,"HDFC Bank fraud prevention: A transaction of Rs 30,000 is pending. To cancel it, read out the OTP you just received to our officer. Do not hang up.",1,3,bank_phishing
2767,Indian Overseas Bank Alert: Your account ending 5623 has been temporarily suspended due to multiple failed login attempts. Click here to restore access immediately: iob-secure.in/verify,1,3,bank_phishing
2768,"Zerodha Kite: Your buy order for 5 shares of TCS at Rs 780 has been executed. Total: Rs Rs 52,000. Contract note sent to your email. Happy investing!",0,0,legit
2769,This is Officer Vikram Nair from Ministry of Home Affairs. Your Aadhaar was used to open a fraudulent account used in hawala dealings. Report to our online portal within 20 minutes or a search warrant will be executed.,1,1,government_impersonation
2770,"Bank of Baroda Fraud Alert: A Rs 50,000 transaction on your account ending 9012 is pending verification. Approve or deny at bankofbaroda-transaction.in before it is processed.",1,3,bank_phishing
2771,"Bank of Baroda: A UPI payment of Rs 450 was successfully sent from account ending 8901 to Zepto via Google Pay. If not done by you, report on the Bank of Baroda app immediately.",0,0,legit
2772,"Municipal Corporation: Your property tax payment of Rs 1,200 for assessment year 2025-26 is confirmed. Receipt no: TXN4920582079. Download receipt from the municipal portal.",0,0,legit
2773,"Dear customer, Amitabh Bachchan personally recommended your profile for our exclusive investment group. Join now for a one-time entry fee of Rs 2,000 and access insider stock tips directly.",1,2,financial_fraud
2774,"Dear customer, your BSNL broadband plan of Rs 999 has been renewed successfully. Your connection is active with unlimited data. Thank you for your continued trust.",0,0,legit
2775,This is DCP Harish Singh from TRAI. Your Voter ID was used to open a fraudulent account used in tax evasion. Report to our online portal within 15 minutes or a search warrant will be executed.,1,1,government_impersonation
2776,"Amazon Great Indian Festival Lucky Draw: You have been selected to receive Rs 5 lakh. Pay a delivery and documentation fee of Rs 3,000 to receive your prize at your address.",1,2,financial_fraud
2777,Your Federal Bank recurring deposit of Rs 89/month has been debited on 12-May-2026. Maturity date: 12 months from start. Interest rate: 6.5% p.a. View in the Federal Bank app.,0,0,legit
2778,DMart Exchange offer: Your exchange request for order #860622054 is accepted. Pickup scheduled for in 4-6 business days. New product delivery in 2-3 days after quality check.,0,0,legit
2779,"Our Ethereum staking program on CoinDCX locks your coins for 90 days and returns 15% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 25,000.",1,2,financial_fraud
2780,"Payment of Rs 250 to BigBasket via BHIM UPI was successful. Transaction ID: TXN7012197368. Your BHIM UPI balance: Rs Rs 12,450. Thank you for using BHIM UPI.",0,0,legit
2781,"Paytm Background Verification: Please submit your documents for BGV on our portal by 07-May-2026. Required: ID proof, address proof, education certificates, and experience letters.",0,0,legit
2782,IMPS Transfer Alert: Rs 450 successfully sent from IndusInd Bank account ending 2345. Beneficiary name: Amazon. Ref no: TXN7012197368. Keep this reference for your records.,0,0,legit
2783,Your OTP for Yes Bank card transaction is 928518. Valid for 5 minutes. Do not share with anyone. Beware of fraudsters.,0,0,legit
2784,We have a court order to seize your assets in connection with a PMLA violation case. Income Tax Department officers are en route to your address. Cooperate by calling back immediately to halt the action.,1,1,government_impersonation
2785,"Exclusive Binance Coin mining pool: contribute Rs 10,000 worth of hash power and earn 300% monthly returns. Payouts daily. Register at KuCoin-mining.com today.",1,2,financial_fraud
2786,"CoinDCX Exclusive Airdrop: You have been selected to receive free XRP worth Rs 75,000. To claim, connect your wallet at CoinDCX-airdrop.net and pay Rs 999 gas fees to unlock.",1,2,financial_fraud
2787,The Interpol has filed a charge sheet naming your Driving License in a money laundering case worth crores. You have 20 minutes to appear before our online court or face immediate consequences.,1,1,government_impersonation
2788,"Voter ID Lucky Draw: Your Aadhaar-linked Voter ID has been selected for a government digital reward of Rs 50,000. Pay Rs 2,000 as a one-time activation fee to release the funds.",1,2,financial_fraud
2789,BigBasket: Your order #895390644 has been delivered successfully. We hope you love your purchase! Rate your experience on the BigBasket app to help other customers.,0,0,legit
2790,Urgent notice: TRAI has registered a First Information Report against you for identity theft. Inspector Anil Gupta is handling your case. Do not inform family or it will be treated as obstruction.,1,1,government_impersonation
2791,"Zomato: Your order #322152198 has been shipped via Delhivery. It will arrive within 24 hours. Track at Zomato.com/track or in the app. For queries, contact Zomato support.",0,0,legit
2792,Your parcel from USA has been flagged at Mumbai International Airport Customs. It contains undeclared items. Pay Rs 1.5 lakh as a penalty within 30 minutes to release the package.,1,2,financial_fraud
2793,"Our USDT arbitrage trading group made 15% last month. Join our Telegram for live signals. Premium membership: Rs 1,500/month. Copy our trades and grow your portfolio today.",1,2,financial_fraud
2794,"This is Mumbai Crime Branch. You have been named as a suspect in a PMLA violation investigation. Your PAN card was recovered at a crime scene. Share your location or pay Rs 10,000 to clear your name.",1,1,government_impersonation
2795,"Your Vi recharge of Rs 1,199 via Paytm was successful. Validity: 28 days. Benefits: Unlimited calls + daily data. For help dial 198 or visit MyVi app.",0,0,legit
2796,Your mobile number has appeared in a drug trafficking money trail. Narcotics Control Bureau has frozen your financial accounts pending investigation. Cooperate now by calling back to verify your identity.,1,1,government_impersonation
2797,"One-Time Password (OTP) for your Axis Bank transaction is 495438. Valid for 3 minutes. If not requested by you, ignore this message.",0,0,legit
2798,"This is Flipkart senior management. You have been anonymously nominated for a loyalty bonus of Rs 20,000. To claim, verify your identity by paying Rs 5,000 as a one-time processing fee.",1,2,financial_fraud
2799,"Paytm: Your request for Rs 1,500 from BigBasket has been accepted. The amount will be credited to your account within 1–2 business days. Ref: TXN3247840043.",0,0,legit
2800,You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Cyber Crime Cell. Your PAN card number appears in a foreign exchange violation investigation. Cooperate immediately or face arrest.,1,1,government_impersonation
2801,Your Canara Bank recurring deposit of Rs 250/month has been debited on 07-May-2026. Maturity date: 12 months from start. Interest rate: 6.5% p.a. View in the Canara Bank app.,0,0,legit
2802,The Cyber Crime Cell has filed a charge sheet naming your Driving License in a PMLA violation case worth crores. You have 1 hour to appear before our online court or face immediate consequences.,1,2,financial_fraud
2803,This is Anita Sharma from the Windows security team. Your PC license key has been cloned and is being used in another country. Call us immediately to deactivate the clone.,1,2,financial_fraud
2804,"Our SEBI-registered fund manager has maintained a 30% win rate over 18 months. Invest Rs 15,000 today and receive guaranteed monthly returns. Limited slots remaining.",1,2,financial_fraud
2805,LinkedIn: Neha Gupta from TCS has sent you a connection request along with a message about a Business Analyst opportunity. View the request in your LinkedIn app.,0,0,legit
2806,Your LinkedIn profile has been viewed by a recruiter at TCS for a HR Executive opening in Gurgaon. Update your profile to increase your chances. Good luck!,0,0,legit
2807,"Airtel: Your monthly bill of Rs 1,350 for mobile number ending 9871 is generated. Due date: 20th of this month. Pay via Airtel app or website to avoid service interruption.",0,0,legit
2808,"Dear Vi customer, your data add-on of 5 GB has been activated. Valid for 30 days. Current balance: Rs 119 plan active with 365 days remaining. Enjoy fast browsing.",0,0,legit
2809,"Your Indian Overseas Bank account has been flagged by our fraud team. To prevent unauthorized access, verify your details at iob-portal.in within 4 hours.",1,3,bank_phishing
2810,This is a notice from the NCB cybercrime division. Your IP address was used to conduct financial fraud. You have 1 hour to submit a compliance report or face immediate arrest.,1,1,government_impersonation
2811,Your LinkedIn profile has been viewed by a recruiter at Paytm for a Operations Manager opening in Bangalore. Update your profile to increase your chances. Good luck!,0,0,legit
