mod_text,spam,category
"Our Dogecoin staking program on Binance locks your coins for 90 days and returns 15% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 20,000.",1,financial_fraud
OTP 611385 is for your HDFC Bank mobile banking login. Expires in 5 minutes. HDFC Bank staff will NEVER ask for your OTP. Stay safe from fraudsters.,0,legit
"I found your profile and felt an instant connection. I am Rohan living in Singapore. I want to visit India to meet you but I need Rs 40,000 for my flight ticket and visa fees urgently.",1,romance_parcel_sextortion
"Blinkit: Your order #248457057 has been shipped via Shadowfax. It will arrive tomorrow. Track at Blinkit.com/track or in the app. For queries, contact Blinkit support.",0,legit
"Your EPF withdrawal request of Rs 3,500 has been approved. The amount will be credited to your Aadhaar-linked bank account within 3–5 business days.",0,legit
NCB has intercepted a package registered to your mobile number containing narcotics. Inspector Anita Sharma is on the line. Transfer Rs 1.5 lakh as a compliance bond to avoid a press release.,1,government_impersonation
"This is Riya from Dubai. We have been talking for weeks and I feel so close to you. I have invested Rs 1.5 lakh in a trading platform for us — just pay Rs 1,500 to release our profits.",1,financial_fraud
"Final warning from the SEBI Fraud Division: your Aadhaar is linked to active tax evasion proceedings. Transfer Rs 40,000 to the government escrow account within 30 minutes to avoid arrest.",1,government_impersonation
Your OPD appointment at AIIMS on 10-May at 2–4 PM has been confirmed. Reach 15 minutes early for check-in. Carry your Aadhaar and insurance card.,0,legit
"Social media manager role — work from home. Manage Instagram and Facebook pages for clients. Pay: Rs 2,000 per hour. Pay Rs 2,000 for orientation session and start this week.",1,financial_fraud
Congratulations! CRED is pleased to offer you the position of Content Writer. Your offer letter has been sent to your registered email. Joining date: 05-May-2026. Welcome aboard!,0,legit
This is an automated notice from the RBI Cybercrime Division. Your Passport has been flagged for identity theft. You have 30 minutes to report online or a physical warrant will be issued.,1,government_impersonation
"EPFO Alert: Your PF account has unclaimed balance of Rs 15,000. To withdraw it, update your KYC at epfo-withdrawal.net and pay Rs 2,000 as a processing fee within 24 hours.",1,financial_fraud
NEFT outward: Rs 250 debited from Federal Bank a/c **3333 to BigBasket on 10-May-2026. UTR: TXN3502799917. Funds should reach beneficiary within 2 hours.,0,legit
Your ex-partner has shared your private videos with us. We are distributing them online unless you pay Rs 1.5 lakh within 90 minutes. Send to the UPI ID provided in this message immediately.,1,financial_fraud
"Vi: Your monthly bill of Rs 3,400 for mobile number ending 9871 is generated. Due date: 20th of this month. Pay via Vi app or website to avoid service interruption.",0,legit
We are from the Cyber Crime Cell. You have been found accessing illegal pornographic content online. Pay a fine of Rs 1 lakh within 20 minutes to avoid public arrest and media coverage.,1,government_impersonation
BHIM UPI confirms: Split payment of Rs 120 settled with Reliance Fresh. Transaction completed successfully. Ref: TXN3247840043. Thank you for using BHIM UPI.,0,legit
Your Zomato order #644022686 is confirmed. Payment of Rs 120 received via UPI. Expected delivery: today. You can track your order anytime in the Zomato app.,0,legit
"Zerodha Kite: Your buy order for 50 shares of Reliance Industries at Rs 520 has been executed. Total: Rs Rs 21,750. Contract note sent to your email. Happy investing!",0,legit
"Celebrity endorsement: Mukesh Ambani has personally invested in our Ethereum fund. Join with Rs 10,000 and receive 100% guaranteed returns. Verified by major global exchanges.",1,financial_fraud
"Your profile was referred to us by Amitabh Bachchan's foundation for a charity grant of Rs 30,000. To receive the grant, pay Rs 3,000 as administrative fee and share your bank account details.",1,bank_phishing
"Jio Postpaid: Your bill of Rs 1,100 for this month is ready. AutoPay is set up — no action needed. For bill details, log in to MyJio app.",0,legit
This is Norton antivirus support. Your subscription has lapsed and your computer now has 6 unresolved threats. Allow remote access via AnyDesk and we will clean your PC for free.,1,financial_fraud
Your PNB EMI of Rs 850 for account ending 4444 has been successfully debited. Thank you for your timely payment. Remaining tenure: 12 months.,0,legit
IRCTC OTP for your booking is 914790. Valid for 10 minutes. Do not share. IRCTC will never call you for this OTP.,0,legit
"Exclusive Binance Coin mining pool: contribute Rs 10,000 worth of hash power and earn 80% monthly returns. Payouts daily. Register at CoinDCX-mining.com today.",1,financial_fraud
A case under Section 420 IPC and the PMLA Act has been registered against you. Anti-Corruption Bureau has issued a warrant. Call back immediately at the number displayed or face arrest within 45 minutes.,1,government_impersonation
My name is Vikram. I am a doctor working with the UN in Saudi Arabia. I am alone and looking for a genuine partner. I feel we have a special connection. Can I trust you with something?,1,romance_parcel_sextortion
Money sent successfully! Rs 380 transferred to BigBasket using Google Pay UPI. Your bank account ending 2345 has been debited. Ref: TXN9525861305.,0,legit
This is Mumbai Crime Branch. We have monitored illegal online fraud activity linked to your mobile number. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,government_impersonation
Congratulations! You have been shortlisted for the Content Writer interview at TCS. Your interview is scheduled for 05-May at 4–6 PM. Please carry your resume and documents.,0,legit
"Ad-posting job from home: post ads on websites and social media. Earn Rs 2,500 per approved post. Up to Rs 10,000 per day working 2 hours. Pay Rs 1,500 for training material.",1,government_impersonation
332809 is your HDFC Bank MPIN reset OTP. Valid for 10 minutes. Never share your OTP or PIN with anyone — even HDFC Bank staff will never ask.,0,legit
"Our USDT staking program on Bybit locks your coins for 90 days and returns 15% APY. No risk. Principal guaranteed by our licensed financial firm. Minimum stake: Rs 50,000.",1,financial_fraud
"Dear Airtel customer, your recharge of Rs 479 is successful. Validity: 84 days. Talk time, SMS and data benefits activated. Thank you for choosing Airtel.",0,legit
"I am Rohan, an army officer deployed abroad in Canada. I have discovered Rs 40,000 in gold and cash here. Help me transfer it to India safely and I will give you 30% of everything.",1,romance_parcel_sextortion
"Your Airtel recharge of Rs 149 is confirmed. Benefits: Unlimited calls, 1.5 GB/day data, 100 SMS/day. Validity: 30 days. Enjoy uninterrupted connectivity.",0,legit
"This is a message from the Prime Minister's Office. You have been selected for the PM relief fund of Rs 15,000. Pay Rs 5,000 in processing charges to receive the funds in your account.",1,financial_fraud
"Your package from a sender in USA has arrived at our FedEx facility. To release it, complete KYC and pay Rs 2,000 as handling charges at our portal: FedEx-india-portal.net.",1,bank_phishing
A case under Section 420 IPC and the PMLA Act has been registered against you. NCB has issued a warrant. Call back immediately at the number displayed or face arrest within 15 minutes.,1,government_impersonation
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Mumbai Crime Branch. Your Driving License number appears in a foreign exchange violation investigation. Cooperate immediately or face arrest.,1,government_impersonation
"MakeMyTrip: Flights to Mumbai from Rs 1,999. Book now and save up to 40% with our exclusive app-only fares. Use code FLY40 for additional discount.",0,legit
Bank of Baroda: Your account ending 6666 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 12 hours at bankofbaroda-reactivate.in.,1,bank_phishing
Your OTP for HDFC Bank card transaction is 879419. Valid for 5 minutes. Do not share with anyone. Beware of fraudsters.,0,legit
OTP 914790 is for your Canara Bank mobile banking login. Expires in 5 minutes. Canara Bank staff will NEVER ask for your OTP. Stay safe from fraudsters.,0,legit
"One-Time Password (OTP) for your Yes Bank transaction is 732198. Valid for 3 minutes. If not requested by you, ignore this message.",0,legit
"Official message from HDFC: You have won our employee recognition award of Rs 50,000. To receive the reward, pay Rs 1,500 as tax clearance and provide your bank account details.",1,financial_fraud
Federal Bank: Unusual activity detected on account ending 6789. Debit card temporarily blocked. Verify identity at federal-verify.in to restore access.,1,bank_phishing
Action required: Bank of Baroda detected that your registered mobile number does not match records. Update KYC within 24 hours to avoid suspension.,1,bank_phishing
Your Voter ID has been found in a database seized during a financial fraud raid. Officer Ajay Kumar from Mumbai Crime Branch requires your immediate cooperation. Failure to comply will result in prosecution.,1,government_impersonation
"Reminder: EMI of Rs 999 for your Bank of Baroda home loan is due in 3 days. Ensure sufficient balance in your account. For assistance, call Bank of Baroda official helpline.",0,legit
Paytm confirms: Split payment of Rs 999 settled with Blinkit. Transaction completed successfully. Ref: TXN6337629163. Thank you for using Paytm.,0,legit
"This is NCB. You have been named as a suspect in a money laundering investigation. Your Aadhaar was recovered at a crime scene. Share your location or pay Rs 30,000 to clear your name.",1,government_impersonation
The Mumbai Crime Branch has filed a charge sheet naming your mobile number in a drug trafficking case worth crores. You have 30 minutes to appear before our online court or face immediate consequences.,1,government_impersonation
This is an automated notice from the Income Tax Department. Your Driving License has been flagged for financial fraud. You have 30 minutes to report online or a physical warrant will be issued.,1,government_impersonation
Bank of Baroda SMS: Your net banking OTP is 783950. Valid for 10 minutes. Entering this OTP confirms your transaction. Guard your OTP like your password.,0,legit
Bank of Baroda Alert: Your account ending 9012 has been temporarily suspended due to multiple failed login attempts. Click here to restore access immediately: bankofbaroda-secure.in/verify,1,bank_phishing
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Mumbai Crime Branch. Your mobile number number appears in a foreign exchange violation investigation. Cooperate immediately or face arrest.,1,government_impersonation
"HDFC Bank: OTP for your UPI registration is 569788. Valid for 5 minutes. Do not share with anyone. If not requested by you, your number is safe — no action needed.",0,legit
NCB has intercepted a package registered to your mobile number containing narcotics. Officer Vikram Nair is on the line. Transfer Rs 2 lakh as a compliance bond to avoid a press release.,1,government_impersonation
Your income tax refund of Rs 199 for AY 2025-26 has been processed. It will be credited to your IndusInd Bank account ending 0001 within 3-5 business days. Ref: ITR-TXN9870897497.,0,legit
"Federal Bank: OTP for your UPI registration is 347469. Valid for 5 minutes. Do not share with anyone. If not requested by you, your number is safe — no action needed.",0,legit
Bank of Baroda confirms: Rs 120 debited toward your credit card payment ending 5623. Payment received successfully. Your outstanding balance has been updated. Thank you.,0,legit
This is DCP Manish Agarwal from SEBI Fraud Division. Your PAN card was used to open a fraudulent account used in online fraud. Report to our online portal within 30 minutes or a search warrant will be executed.,1,government_impersonation
"Collect money on PhonePe: Someone has sent you Rs 5 lakh. To receive it, enter your UPI PIN on the secure link: phonepe-collect-ref2891.in. Offer expires in 15 minutes.",1,financial_fraud
"Great news! Your DMart order #844464257 passed quality check and has been shipped. OFD today, 11 AM–1 PM. Please keep phone handy for delivery partner's call.",0,legit
"Rs 650 received in your Paytm wallet from BigBasket. Current balance: Rs Rs 8,900. For help, visit Paytm Help Center within the official app.",0,legit
Your Bank of India OTP is 859482. Valid for 10 minutes. Do not share this OTP with anyone. Bank of India will never call to ask for your OTP.,0,legit
"Our XRP arbitrage trading group made 30% last month. Join our Telegram for live signals. Premium membership: Rs 2,000/month. Copy our trades and grow your portfolio today.",1,financial_fraud
"One-Time Password (OTP) for your Canara Bank transaction is 601903. Valid for 3 minutes. If not requested by you, ignore this message.",0,legit
"PNB fraud prevention: A transaction of Rs 40,000 is pending. To cancel it, read out the OTP you just received to our officer. Do not hang up.",1,bank_phishing
"Your profile was referred to us by Deepika Padukone's foundation for a charity grant of Rs 10,000. To receive the grant, pay Rs 499 as administrative fee and share your bank account details.",1,bank_phishing
"USDT flash loan opportunity: borrow Rs 20,000 worth of XRP interest-free for 24 hours to execute a one-time arbitrage trade returning 300%. No collateral needed to get started.",1,financial_fraud
"Our forex trading bot doubled accounts last month with 100% gains. Fully automated, risk-free trading. Invest Rs 5,000 and our AI handles everything. Monthly payouts guaranteed.",1,financial_fraud
This is Priya Mehta from the Windows security team. Your PC license key has been cloned and is being used in another country. Call us immediately to deactivate the clone.,1,financial_fraud
"Dear Axis Bank customer, your internet banking will be locked in 2 hours due to suspicious activity. Secure your account now at axis-lock.net/verify",1,bank_phishing
"Union Bank of India Fixed Deposit matured: Principal Rs Rs 25,000 + Interest Rs Rs 650 = Total Rs Rs 36,700 credited to your savings account ending 5623. Thank you for choosing Union Bank of India.",0,legit
NCB has intercepted a package registered to your PAN card containing narcotics. Senior Officer Vikram Nair is on the line. Transfer Rs 1 lakh as a compliance bond to avoid a press release.,1,government_impersonation
"ICICI Bank: Your FD of Rs 2,000 has matured today. The maturity amount has been credited to your savings account ending 8888. Thank you for banking with ICICI Bank.",0,legit
"Google Pay: Your request for Rs 3,500 from Blinkit has been accepted. The amount will be credited to your account within 1–2 business days. Ref: TXN1754882871.",0,legit
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is TRAI. Your Passport number appears in a illegal transactions investigation. Cooperate immediately or face arrest.,1,government_impersonation
"Blood donation camp at AIIMS on 07-May-2026, 4–6 PM. Your registration is confirmed. Donate blood, save lives. Carry government-issued ID. Light refreshments provided.",0,legit
This is Interpol. We have monitored illegal narcotics trafficking activity linked to your Aadhaar. You are under digital arrest. Do not leave your home or contact anyone until our verification is complete.,1,government_impersonation
OTP 677840 is for your SBI mobile banking login. Expires in 5 minutes. SBI staff will NEVER ask for your OTP. Stay safe from fraudsters.,0,legit
You are being investigated for cybercrime by the NCB. This is your final opportunity to cooperate before a non-bailable warrant is served at your registered address.,1,government_impersonation
"NEFT outward: Rs 1,499 debited from Axis Bank a/c **2222 to Nykaa on 05-May-2026. UTR: TXN5133372102. Funds should reach beneficiary within 2 hours.",0,legit
"Your Amazon return for order #355302824 is picked up. Refund of Rs 4,999 will be credited within 5-7 business days to your original payment method. Thank you.",0,legit
Alert from RBI Cybercrime Division: suspicious cybercrime activity detected linked to your Driving License. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1,government_impersonation
"Swiggy Sale is LIVE! Get up to 70% off on electronics, fashion and home essentials. Shop now on the Swiggy app. T&C apply. Offer valid till midnight today.",0,legit
Your personal photographs from your cloud storage have been downloaded by our group. Pay Rs 1.5 lakh within 90 minutes to prevent them being uploaded to public adult websites.,1,romance_parcel_sextortion
"This is Neha from Flipkart technical support. We have detected a fraudulent charge of Rs 20,000 on your account. To resolve this, provide your account details and OTP for verification.",1,bank_phishing
Congratulations! CRED is pleased to offer you the position of UI/UX Designer. Your offer letter has been sent to your registered email. Joining date: 10-May-2026. Welcome aboard!,0,legit
Good news! Your Amazon order #466481541 is out for delivery today. Our delivery partner will arrive at your address between 9–11 AM. Please be available.,0,legit
We are from the Cyber Crime Cell. You have been found accessing illegal pornographic content online. Pay a fine of Rs 2 lakh within 30 minutes to avoid public arrest and media coverage.,1,government_impersonation
"This is Kavya from Singapore. We have been talking for weeks and I feel so close to you. I have invested Rs 15,000 in a trading platform for us — just pay Rs 3,000 to release our profits.",1,financial_fraud
Your SBI OTP is 154857. This is valid for 10 minutes. Do not share this OTP with anyone. SBI will never ask for your OTP over phone or SMS.,0,legit
Bank of India OTP for login is 508581. This OTP is valid for 5 minutes. Never share it with anyone including bank staff.,0,legit
"Your Yes Bank recurring deposit of Rs 3,500/month has been debited on 10-May-2026. Maturity date: 12 months from start. Interest rate: 6.5% p.a. View in the Yes Bank app.",0,legit
Kotak Bank: Your account ending 7832 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 4 hours at kotak-reactivate.in.,1,bank_phishing
"Bank of India: Use OTP 221375 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,legit
PNB: Your account ending 8888 is scheduled for closure due to inactivity and incomplete KYC. Reactivate within 3 hours at pnb-reactivate.in.,1,bank_phishing
"Axis Bank Alert: Rs 3,500 debited from account ending 9999 at Amazon on 02-May. Available balance: Rs Rs 3,21,500. If not done by you, call Axis Bank helpline immediately.",0,legit
You are under digital custody as ordered by the Supreme Court cybercrime bench. This is Income Tax Department. Your Passport number appears in a illegal transactions investigation. Cooperate immediately or face arrest.,1,government_impersonation
"Exclusive WhatsApp group for insider NSE/BSE tips. Our premium analyst predicted 13 consecutive winning stocks. Membership: Rs 2,999 one-time. Your capital is guaranteed.",1,financial_fraud
Vi: Your data balance is running low. You have used 90% of your monthly data. Recharge now with a plan starting from Rs 399 to avoid speed throttling.,0,legit
"Reminder: EMI of Rs 120 for your Federal Bank home loan is due in 3 days. Ensure sufficient balance in your account. For assistance, call Federal Bank official helpline.",0,legit
"Merchant payment from Google Pay: Pay Rs 3,000 registration fee to unlock your seller account and start receiving unlimited UPI payments. Link: merchant-upi2026.in",1,financial_fraud
"We are hiring home-based workers for product review writing. Earn Rs 499 per review, paid daily. All you need is a smartphone. Advance payment of Rs 2,000 for account activation.",1,financial_fraud
"Marriage bureau alert: A match from a well-settled family in London is interested in you. Pay Rs 999 to unlock full profile, photos, and direct contact details on our platform.",1,financial_fraud
Union Bank of India net banking password reset required. Unauthorized login detected. Reset now at unionbank-reset.net to prevent account lockout.,1,bank_phishing
Alert from Mumbai Crime Branch: suspicious cybercrime activity detected linked to your mobile number. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1,government_impersonation
"International Lottery Commission: Your email was auto-selected and you have won Rs 5 lakh. Submit a processing fee of Rs 2,000 to initiate the wire transfer to your account.",1,financial_fraud
URGENT Federal Bank Notice: Credit card ending 9999 will be permanently deactivated in 24 hours if KYC is not completed. Update now: federal-kyc.net,1,bank_phishing
NEFT outward: Rs 650 debited from Axis Bank a/c **7832 to DMart on 06-May-2026. UTR: TXN1043505306. Funds should reach beneficiary within 2 hours.,0,legit
"The Indian Overseas Bank fraud desk is reversing a fraudulent debit of Rs 5 lakh from your account right now. To complete the reversal, provide the 6-digit confirmation code we sent.",1,government_impersonation
Your electricity bill of Rs 920 for consumer no. 812739 has been paid successfully. Payment ref: TXN8114692111. Next bill due: 15th of next month. Thank you for paying on time.,0,legit
URGENT Kotak Bank Notice: Credit card ending 1234 will be permanently deactivated in 3 hours if KYC is not completed. Update now: kotak-kyc.net,1,bank_phishing
"NCB has intercepted a package registered to your Driving License containing narcotics. DCP Kavita Joshi is on the line. Transfer Rs 20,000 as a compliance bond to avoid a press release.",1,government_impersonation
"Dear Vi customer, your recharge of Rs 999 is successful. Validity: 365 days. Talk time, SMS and data benefits activated. Thank you for choosing Vi.",0,legit
Your mobile number was found in the contacts of a known illegal transactions syndicate. DCP Anita Sharma from Enforcement Directorate is reaching out before escalating your case to the public prosecutor.,1,government_impersonation
"Dear BSNL customer, your recharge of Rs 599 is successful. Validity: 30 days. Talk time, SMS and data benefits activated. Thank you for choosing BSNL.",0,legit
"Union Bank of India Fraud Alert: A Rs 50,000 transaction on account ending 2345 is pending verification. Approve or deny at unionbank-transaction.in before processing.",1,bank_phishing
"Bank of Baroda credit card: Rs 650 billed at DMart on 12-May-2026. Total outstanding: Rs 2,34,560. Min due: Rs 500. Due date: 5th of next month. Pay via Bank of Baroda app or website.",0,legit
We have a court order to seize your assets in connection with a drug trafficking case. Narcotics Control Bureau officers are en route to your address. Cooperate by calling back immediately to halt the action.,1,government_impersonation
"Hi, this is Riya from Reliance HR. You have been selected for a remote work position with a salary of Rs 80,000 per month. Pay Rs 3,000 for document verification to proceed.",1,financial_fraud
"Your Bank of Baroda savings account **5623 interest of Rs 89 has been credited on 07-May-2026. Current balance: Rs 3,21,500. Thank you for banking with Bank of Baroda.",0,legit
Your Kotak Bank net banking OTP is 816593. Use it to complete your login. Do not share this code with anyone. Kotak Bank never asks for OTPs.,0,legit
Your Jio recharge of Rs 399 via PhonePe was successful. Validity: 28 days. Benefits: Unlimited calls + daily data. For help dial 198 or visit MyJio app.,0,legit
PNB Fraud Alert: A Rs 5 lakh transaction on your account ending 0001 is pending verification. Approve or deny at pnb-transaction.in before it is processed.,1,financial_fraud
"PNB: Use OTP 296622 to authenticate your account change request. Valid for 10 minutes. If you did not request this, please call our official helpline.",0,legit
"My love, I am a widow living in Dubai with assets worth crores. I want to relocate to India and be with you. I just need Rs 1 lakh to complete legal formalities. Please trust me.",1,romance_parcel_sextortion
Your Federal Bank OTP is 614620. Valid for 10 minutes. Do not share this OTP with anyone. Federal Bank will never call to ask for your OTP.,0,legit
Your mobile number has been found in a database seized during a tax evasion raid. SI Rakesh Tiwari from SEBI Fraud Division requires your immediate cooperation. Failure to comply will result in prosecution.,1,government_impersonation
"Cheque no. 123456 of Rs 250 presented against your IndusInd Bank a/c **5623 has been cleared on 05-May-2026. Updated balance: Rs 45,670. For queries use IndusInd Bank net banking.",0,legit
"Hi, I matched with you on a dating app. I am Neha, currently working in USA. I am looking for a serious relationship. Can we talk? I feel a strong connection with you.",1,romance_parcel_sextortion
Your Aadhaar number has been selected in the Swachh Bharat digital reward scheme. Winning amount: Rs 25 lakh. Pay registration fee of Rs 999 to activate the transfer.,1,financial_fraud
"SBI Fixed Deposit matured: Principal Rs Rs 2,00,000 + Interest Rs Rs 999 = Total Rs Rs 36,400 credited to your savings account ending 8901. Thank you for choosing SBI.",0,legit
"Exclusive USDT mining pool: contribute Rs 10,000 worth of hash power and earn 40% monthly returns. Payouts daily. Register at our verified exchange-mining.com today.",1,financial_fraud
"IndusInd Bank: OTP for your UPI registration is 120706. Valid for 5 minutes. Do not share with anyone. If not requested by you, your number is safe — no action needed.",0,legit
This is Sub-Inspector Rekha Verma from Anti-Corruption Bureau. Your PAN card was used to open a fraudulent account used in illegal transactions. Report to our online portal within 45 minutes or a search warrant will be executed.,1,government_impersonation
URGENT Axis Bank Notice: Your credit card ending 4821 will be permanently deactivated in 3 hours if KYC is not completed. Update now: axis-kyc.net,1,bank_phishing
This is a notice from the Ministry of Home Affairs cybercrime division. Your IP address was used to conduct illegal transactions. You have 20 minutes to submit a compliance report or face immediate arrest.,1,government_impersonation
"NCB has intercepted a package registered to your PAN card containing narcotics. SI Priya Mehta is on the line. Transfer Rs 10,000 as a compliance bond to avoid a press release.",1,government_impersonation
"Join our premium investment community. Our strategies delivered 100% returns last quarter. Entry fee: Rs 499. Includes live signals, charts, and expert support 24/7.",1,financial_fraud
Your Airtel recharge of Rs 479 via BHIM UPI was successful. Validity: 30 days. Benefits: Unlimited calls + daily data. For help dial 198 or visit MyAirtel app.,0,legit
"Google India Background Verification: Please submit your documents for BGV on our portal by 07-May-2026. Required: ID proof, address proof, education certificates, and experience letters.",0,legit
Your electricity bill of Rs 920 for consumer no. 812739 has been paid successfully. Payment ref: TXN2658694328. Next bill due: 15th of next month. Thank you for paying on time.,0,legit
Canara Bank OTP for login is 821029. This OTP is valid for 5 minutes. Never share it with anyone including bank staff.,0,legit
Your Myntra order #275396418 has been placed successfully. Estimated delivery: 1-2 days. Track your order in the Myntra app. Thank you for shopping with us!,0,legit
"ICICI Bank confirms: Rs 2,000 debited toward your credit card payment ending 0001. Payment received successfully. Your outstanding balance has been updated. Thank you.",0,legit
"NCB has intercepted a package registered to your mobile number containing narcotics. Officer Rakesh Tiwari is on the line. Transfer Rs 15,000 as a compliance bond to avoid a press release.",1,government_impersonation
Alert from NCB: suspicious cybercrime activity detected linked to your PAN card. Your cooperation is mandatory under the IT Act. Do not disconnect or share this information with anyone.,1,government_impersonation
"Your Dogecoin wallet has received an unclaimed airdrop of Rs 1 lakh. To withdraw, pay a Rs 499 gas verification fee at KuCoin-claim.net. This offer expires in 24 hours.",1,financial_fraud
You have been selected as a beneficiary of the PM Digital Reward Scheme worth Rs 50 lakh. Complete the one-time registration fee of Rs 999 at the link provided to claim.,1,financial_fraud
"Dear customer, your Bank of India a/c **7777 has been debited Rs 850 via UPI to Reliance Fresh on 10-May-2026. If unrecognized, report in the Bank of India app within 24 hours.",0,legit
IndusInd Bank: Your FD linked to account ending 4821 has been prematurely closed by an unauthorized request. Contact us at induslnd-fd-secure.in to reverse this.,1,bank_phishing
Yes Bank Security: Your account ending 1234 shows a suspicious login from an unrecognized device. Confirm it was you or click to secure your account immediately.,1,government_impersonation
Your Federal Bank Visa card ending 6789 has been compromised. We have blocked it temporarily. Issue a new card by verifying at federal-card.net/replace.,1,bank_phishing
LinkedIn: Anjali Singh from Infosys has sent you a connection request along with a message about a Business Analyst opportunity. View the request in your LinkedIn app.,0,legit
The SEBI Fraud Division has filed a charge sheet naming your mobile number in a cybercrime case worth crores. You have 45 minutes to appear before our online court or face immediate consequences.,1,government_impersonation
Nykaa Update: Your order #227441394 is delayed by 1 day due to high demand. New expected delivery: 1-2 days. We apologize for the inconvenience caused.,0,legit
This is Narcotics Control Bureau. You have been named as a suspect in a narcotics trafficking investigation. Your Voter ID was recovered at a crime scene. Share your location or pay Rs 2 lakh to clear your name.,1,government_impersonation
Your Union Bank of India OTP is 879419. Valid for 10 minutes. Do not share this OTP with anyone. Union Bank of India will never call to ask for your OTP.,0,legit
"Auto-debit success: Rs 3,500 debited from ICICI Bank a/c **1234 for AJIO subscription renewal on 12-May-2026. Next debit: same date next month. Txn ref: TXN8738155858.",0,legit
Blinkit: Your wishlist item is now available again! Yoga Mat is back in stock. Add to cart before it sells out again. Limited units available.,0,legit
"Rs 250 transferred from your Bank of India account ending 7777 to BigBasket. Transaction ID: TXN8482442707. Balance: Rs Rs 45,670. For queries, use Bank of India official app or website.",0,legit
My name is Vikram. I am a doctor working with the UN in London. I am alone and looking for a genuine partner. I feel we have a special connection. Can I trust you with something?,1,romance_parcel_sextortion
"Dear customer, your Ecom Express package is awaiting pickup at our hub. A failed delivery fee of Rs 2,500 is pending. Pay at Ecom Express-missed.in within 45 minutes or the package will be returned.",1,financial_fraud
Vi: Your monthly bill of Rs 850 for mobile number ending 9871 is generated. Due date: 20th of this month. Pay via Vi app or website to avoid service interruption.,0,legit
EPFO: Your PF claim of Rs 380 has been approved and dispatched to your Aadhaar-linked bank account. Amount will reflect in 3-5 business days. Claim ID: TXN6330933383.,0,legit
"This is your Bank of Baroda security officer. To freeze an unauthorized transaction of Rs 40,000 on your account, please share the 6-digit OTP just sent to your mobile number.",1,bank_phishing
DMart: Your order #806050892 has been delivered successfully. We hope you love your purchase! Rate your experience on the DMart app to help other customers.,0,legit
Kotak Bank Alert: Your account ending 9012 has been temporarily suspended due to multiple failed login attempts. Click here to restore access immediately: kotak-secure.in/verify,1,bank_phishing
"Your secure OTP for SBI credit card transaction is 912154. Do not share this with anyone. If you did not initiate this, call SBI helpline immediately.",0,legit
URGENT Indian Overseas Bank Notice: Your credit card ending 5623 will be permanently deactivated in 2 hours if KYC is not completed. Update now: iob-kyc.net,1,bank_phishing
Your Zepto order #917478074 is confirmed. Payment of Rs 450 received via UPI. Expected delivery: 3-5 days. You can track your order anytime in the Zepto app.,0,legit
"Earn Rs 8,000 daily by completing simple tasks like watching YouTube videos and liking Instagram posts. No investment needed. Register and start earning within 24 hours.",1,financial_fraud
"I am Meera, a nurse working in Saudi Arabia. I found your profile online. I have valuable assets worth crores I wish to transfer to India. Help me and I will share 40% with you.",1,romance_parcel_sextortion
Groww: Your HDFC Top 100 Fund SIP installment of Rs 199 is due on the 5th. Ensure sufficient balance in your linked bank account. Auto-debit will be attempted at 9 AM.,0,legit
This is a sextortion notice. We have captured your screen during an intimate video call that you believed was private. Pay Rs 5 lakh or the recording goes to everyone in your contact list.,1,romance_parcel_sextortion
"Celebrity endorsement: Mukesh Ambani has personally invested in our USDT fund. Join with Rs 10,000 and receive 30% guaranteed returns. Verified by major global exchanges.",1,financial_fraud
SBI EMI Alert: Rs 199 debited from a/c **7777 toward your personal loan EMI on 06-May-2026. Remaining tenure: 18 months. Thank you for timely repayment.,0,legit
"Internshala: Your internship application for UI/UX Designer at a Gurgaon-based startup has been accepted. Stipend: Rs 15,000/month. Duration: 3 months. Joining: 12-May-2026. Congratulations!",0,legit
URGENT Union Bank of India Notice: Credit card ending 7777 will be permanently deactivated in 24 hours if KYC is not completed. Update now: unionbank-kyc.net,1,bank_phishing
"Your Myntra subscription has been renewed for 1 year. Auto-pay of Rs 2,000 has been deducted. Enjoy premium benefits like free delivery and exclusive discounts.",0,legit
"Your personal photographs from your cloud storage have been downloaded by our group. Pay Rs 75,000 within 15 minutes to prevent them being uploaded to public adult websites.",1,romance_parcel_sextortion
PNB Security: Your account ending 0123 shows a suspicious login from an unrecognized device. Confirm it was you or click to secure your account immediately.,1,government_impersonation
Your health checkup package at Fortis Hospital is booked for 05-May-2026 at 2–4 PM. Fast for 8 hours before your appointment. Carry your insurance card for cashless processing.,0,legit
Your PhonePe account is under attack. Our security team sent a code to your phone to freeze the attacker. Share the code within the next 2 minutes.,1,financial_fraud
"Great news! Your Zepto order #509538860 passed quality check and has been shipped. OFD today, 2–4 PM. Please keep phone handy for delivery partner's call.",0,legit
